,2019
".Hughes County, South Dakota",17526.0
".Hutchinson County, South Dakota",7291.0
".Hyde County, South Dakota",1301.0
".Jackson County, South Dakota",3344.0
".Jerauld County, South Dakota",2013.0
".Jones County, South Dakota",903.0
".Kingsbury County, South Dakota",4939.0
".Lake County, South Dakota",12797.0
".Lawrence County, South Dakota",25844.0
".Lincoln County, South Dakota",61128.0
".Lyman County, South Dakota",3781.0
".McCook County, South Dakota",5586.0
".McPherson County, South Dakota",2379.0
".Marshall County, South Dakota",4935.0
".Meade County, South Dakota",28332.0
".Mellette County, South Dakota",2061.0
".Miner County, South Dakota",2216.0
".Minnehaha County, South Dakota",193134.0
".Moody County, South Dakota",6576.0
".Oglala Lakota County, South Dakota",14177.0
".Pennington County, South Dakota",113775.0
".Perkins County, South Dakota",2865.0
".Potter County, South Dakota",2153.0
".Roberts County, South Dakota",10394.0
".Sanborn County, South Dakota",2344.0
".Spink County, South Dakota",6376.0
".Stanley County, South Dakota",3098.0
".Sully County, South Dakota",1391.0
".Todd County, South Dakota",10177.0
".Tripp County, South Dakota",5441.0
".Turner County, South Dakota",8384.0
".Union County, South Dakota",15932.0
".Walworth County, South Dakota",5435.0
".Yankton County, South Dakota",22814.0
".Ziebach County, South Dakota",2756.0
".Anderson County, Tennessee",76978.0
".Bedford County, Tennessee",49713.0
".Benton County, Tennessee",16160.0
".Bledsoe County, Tennessee",15064.0
".Blount County, Tennessee",133088.0
".Bradley County, Tennessee",108110.0
".Campbell County, Tennessee",39842.0
".Cannon County, Tennessee",14678.0
".Carroll County, Tennessee",27767.0
".Carter County, Tennessee",56391.0
".Cheatham County, Tennessee",40667.0
".Chester County, Tennessee",17297.0
".Claiborne County, Tennessee",31959.0
".Clay County, Tennessee",7615.0
".Cocke County, Tennessee",36004.0
".Coffee County, Tennessee",56520.0
".Crockett County, Tennessee",14230.0
".Cumberland County, Tennessee",60520.0
".Davidson County, Tennessee",694144.0
".Decatur County, Tennessee",11663.0
".DeKalb County, Tennessee",20490.0
".Dickson County, Tennessee",53948.0
".Dyer County, Tennessee",37159.0
".Fayette County, Tennessee",41133.0
".Fentress County, Tennessee",18523.0
".Franklin County, Tennessee",42208.0
".Gibson County, Tennessee",49133.0
".Giles County, Tennessee",29464.0
".Grainger County, Tennessee",23320.0
".Greene County, Tennessee",69069.0
".Grundy County, Tennessee",13427.0
".Hamblen County, Tennessee",64934.0
".Hamilton County, Tennessee",367804.0
".Hancock County, Tennessee",6620.0
".Hardeman County, Tennessee",25050.0
".Hardin County, Tennessee",25652.0
".Hawkins County, Tennessee",56786.0
".Haywood County, Tennessee",17304.0
".Henderson County, Tennessee",28117.0
".Henry County, Tennessee",32345.0
".Hickman County, Tennessee",25178.0
".Houston County, Tennessee",8201.0
".Humphreys County, Tennessee",18582.0
".Jackson County, Tennessee",11786.0
".Jefferson County, Tennessee",54495.0
".Johnson County, Tennessee",17788.0
".Knox County, Tennessee",470313.0
".Lake County, Tennessee",7016.0
".Lauderdale County, Tennessee",25633.0
".Lawrence County, Tennessee",44142.0
".Lewis County, Tennessee",12268.0
".Lincoln County, Tennessee",34366.0
".Loudon County, Tennessee",54068.0
".McMinn County, Tennessee",53794.0
".McNairy County, Tennessee",25694.0
".Macon County, Tennessee",24602.0
".Madison County, Tennessee",97984.0
".Marion County, Tennessee",28907.0
".Marshall County, Tennessee",34375.0
".Maury County, Tennessee",96387.0
".Meigs County, Tennessee",12422.0
".Monroe County, Tennessee",46545.0
".Montgomery County, Tennessee",208993.0
".Moore County, Tennessee",6488.0
".Morgan County, Tennessee",21403.0
".Obion County, Tennessee",30069.0
".Overton County, Tennessee",22241.0
".Perry County, Tennessee",8076.0
".Pickett County, Tennessee",5048.0
".Polk County, Tennessee",16832.0
".Putnam County, Tennessee",80245.0
".Rhea County, Tennessee",33167.0
".Roane County, Tennessee",53382.0
".Robertson County, Tennessee",71813.0
".Rutherford County, Tennessee",332285.0
".Scott County, Tennessee",22068.0
".Sequatchie County, Tennessee",15026.0
".Sevier County, Tennessee",98250.0
".Shelby County, Tennessee",937166.0
".Smith County, Tennessee",20157.0
".Stewart County, Tennessee",13715.0
".Sullivan County, Tennessee",158348.0
".Sumner County, Tennessee",191283.0
".Tipton County, Tennessee",61599.0
".Trousdale County, Tennessee",11284.0
".Unicoi County, Tennessee",17883.0
".Union County, Tennessee",19972.0
".Van Buren County, Tennessee",5872.0
".Warren County, Tennessee",41277.0
".Washington County, Tennessee",129375.0
".Wayne County, Tennessee",16673.0
".Weakley County, Tennessee",33328.0
".White County, Tennessee",27345.0
".Williamson County, Tennessee",238412.0
".Wilson County, Tennessee",144657.0
".Anderson County, Texas",57735.0
".Andrews County, Texas",18705.0
".Angelina County, Texas",86715.0
".Aransas County, Texas",23510.0
".Archer County, Texas",8553.0
".Armstrong County, Texas",1887.0
".Atascosa County, Texas",51153.0
".Austin County, Texas",30032.0
".Bailey County, Texas",7000.0
".Bandera County, Texas",23112.0
".Bastrop County, Texas",88723.0
".Baylor County, Texas",3509.0
".Bee County, Texas",32565.0
".Bell County, Texas",362924.0
".Bexar County, Texas",2003554.0
".Blanco County, Texas",11931.0
".Borden County, Texas",654.0
".Bosque County, Texas",18685.0
".Bowie County, Texas",93245.0
".Brazoria County, Texas",374264.0
".Brazos County, Texas",229211.0
".Brewster County, Texas",9203.0
".Briscoe County, Texas",1546.0
".Brooks County, Texas",7093.0
".Brown County, Texas",37864.0
".Burleson County, Texas",18443.0
".Burnet County, Texas",48155.0
".Caldwell County, Texas",43664.0
".Calhoun County, Texas",21290.0
".Callahan County, Texas",13943.0
".Cameron County, Texas",423163.0
".Camp County, Texas",13094.0
".Carson County, Texas",5926.0
".Cass County, Texas",30026.0
".Castro County, Texas",7530.0
".Chambers County, Texas",43837.0
".Cherokee County, Texas",52646.0
".Childress County, Texas",7306.0
".Clay County, Texas",10471.0
".Cochran County, Texas",2853.0
".Coke County, Texas",3387.0
".Coleman County, Texas",8175.0
".Collin County, Texas",1034730.0
".Collingsworth County, Texas",2920.0
".Colorado County, Texas",21493.0
".Comal County, Texas",156209.0
".Comanche County, Texas",13635.0
".Concho County, Texas",2726.0
".Cooke County, Texas",41257.0
".Coryell County, Texas",75951.0
".Cottle County, Texas",1398.0
".Crane County, Texas",4797.0
".Crockett County, Texas",3464.0
".Crosby County, Texas",5737.0
".Culberson County, Texas",2171.0
".Dallam County, Texas",7287.0
".Dallas County, Texas",2635516.0
".Dawson County, Texas",12728.0
".Deaf Smith County, Texas",18546.0
".Delta County, Texas",5331.0
".Denton County, Texas",887207.0
".DeWitt County, Texas",20160.0
".Dickens County, Texas",2211.0
".Dimmit County, Texas",10124.0
".Donley County, Texas",3278.0
".Duval County, Texas",11157.0
".Eastland County, Texas",18360.0
".Ector County, Texas",166223.0
".Edwards County, Texas",1932.0
".Ellis County, Texas",184826.0
".El Paso County, Texas",839238.0
".Erath County, Texas",42698.0
".Falls County, Texas",17297.0
".Fannin County, Texas",35514.0
".Fayette County, Texas",25346.0
".Fisher County, Texas",3830.0
".Floyd County, Texas",5712.0
".Foard County, Texas",1155.0
".Fort Bend County, Texas",811688.0
".Franklin County, Texas",10725.0
".Freestone County, Texas",19717.0
".Frio County, Texas",20306.0
".Gaines County, Texas",21492.0
".Galveston County, Texas",342139.0
".Garza County, Texas",6229.0
".Gillespie County, Texas",26988.0
".Glasscock County, Texas",1409.0
".Goliad County, Texas",7658.0
".Gonzales County, Texas",20837.0
".Gray County, Texas",21886.0
".Grayson County, Texas",136212.0
".Gregg County, Texas",123945.0
".Grimes County, Texas",28880.0
".Guadalupe County, Texas",166847.0
".Hale County, Texas",33406.0
".Hall County, Texas",2964.0
".Hamilton County, Texas",8461.0
".Hansford County, Texas",5399.0
".Hardeman County, Texas",3933.0
".Hardin County, Texas",57602.0
".Harris County, Texas",4713325.0
".Harrison County, Texas",66553.0
".Hartley County, Texas",5576.0
".Haskell County, Texas",5658.0
".Hays County, Texas",230191.0
".Hemphill County, Texas",3819.0
".Henderson County, Texas",82737.0
".Hidalgo County, Texas",868707.0
".Hill County, Texas",36649.0
".Hockley County, Texas",23021.0
".Hood County, Texas",61643.0
".Hopkins County, Texas",37084.0
".Houston County, Texas",22968.0
".Howard County, Texas",36664.0
".Hudspeth County, Texas",4886.0
".Hunt County, Texas",98594.0
".Hutchinson County, Texas",20938.0
".Irion County, Texas",1536.0
".Jack County, Texas",8935.0
".Jackson County, Texas",14760.0
".Jasper County, Texas",35529.0
".Jeff Davis County, Texas",2274.0
".Jefferson County, Texas",251565.0
".Jim Hogg County, Texas",5200.0
".Jim Wells County, Texas",40482.0
".Johnson County, Texas",175817.0
".Jones County, Texas",20083.0
".Karnes County, Texas",15601.0
".Kaufman County, Texas",136154.0
".Kendall County, Texas",47431.0
".Kenedy County, Texas",404.0
".Kent County, Texas",762.0
".Kerr County, Texas",52600.0
".Kimble County, Texas",4337.0
".King County, Texas",272.0
".Kinney County, Texas",3667.0
".Kleberg County, Texas",30680.0
".Knox County, Texas",3664.0
".Lamar County, Texas",49859.0
".Lamb County, Texas",12893.0
".Lampasas County, Texas",21428.0
".La Salle County, Texas",7520.0
".Lavaca County, Texas",20154.0
".Lee County, Texas",17239.0
".Leon County, Texas",17404.0
".Liberty County, Texas",88219.0
".Limestone County, Texas",23437.0
".Lipscomb County, Texas",3233.0
".Live Oak County, Texas",12207.0
".Llano County, Texas",21795.0
".Loving County, Texas",169.0
".Lubbock County, Texas",310569.0
".Lynn County, Texas",5951.0
".McCulloch County, Texas",7984.0
".McLennan County, Texas",256623.0
".McMullen County, Texas",743.0
".Madison County, Texas",14284.0
".Marion County, Texas",9854.0
".Martin County, Texas",5771.0
".Mason County, Texas",4274.0
".Matagorda County, Texas",36643.0
".Maverick County, Texas",58722.0
".Medina County, Texas",51584.0
".Menard County, Texas",2138.0
".Midland County, Texas",176832.0
".Milam County, Texas",24823.0
".Mills County, Texas",4873.0
".Mitchell County, Texas",8545.0
".Montague County, Texas",19818.0
".Montgomery County, Texas",607391.0
".Moore County, Texas",20940.0
".Morris County, Texas",12388.0
".Motley County, Texas",1200.0
".Nacogdoches County, Texas",65204.0
".Navarro County, Texas",50113.0
".Newton County, Texas",13595.0
".Nolan County, Texas",14714.0
".Nueces County, Texas",362294.0
".Ochiltree County, Texas",9836.0
".Oldham County, Texas",2112.0
".Orange County, Texas",83396.0
".Palo Pinto County, Texas",29189.0
".Panola County, Texas",23194.0
".Parker County, Texas",142878.0
".Parmer County, Texas",9605.0
".Pecos County, Texas",15823.0
".Polk County, Texas",51353.0
".Potter County, Texas",117415.0
".Presidio County, Texas",6704.0
".Rains County, Texas",12514.0
".Randall County, Texas",137713.0
".Reagan County, Texas",3849.0
".Real County, Texas",3452.0
".Red River County, Texas",12023.0
".Reeves County, Texas",15976.0
".Refugio County, Texas",6948.0
".Roberts County, Texas",854.0
".Robertson County, Texas",17074.0
".Rockwall County, Texas",104915.0
".Runnels County, Texas",10264.0
".Rusk County, Texas",54406.0
".Sabine County, Texas",10542.0
".San Augustine County, Texas",8237.0
".San Jacinto County, Texas",28859.0
".San Patricio County, Texas",66730.0
".San Saba County, Texas",6055.0
".Schleicher County, Texas",2793.0
".Scurry County, Texas",16703.0
".Shackelford County, Texas",3265.0
".Shelby County, Texas",25274.0
".Sherman County, Texas",3022.0
".Smith County, Texas",232751.0
".Somervell County, Texas",9128.0
".Starr County, Texas",64633.0
".Stephens County, Texas",9366.0
".Sterling County, Texas",1291.0
".Stonewall County, Texas",1350.0
".Sutton County, Texas",3776.0
".Swisher County, Texas",7397.0
".Tarrant County, Texas",2102515.0
".Taylor County, Texas",138034.0
".Terrell County, Texas",776.0
".Terry County, Texas",12337.0
".Throckmorton County, Texas",1501.0
".Titus County, Texas",32750.0
".Tom Green County, Texas",119200.0
".Travis County, Texas",1273954.0
".Trinity County, Texas",14651.0
".Tyler County, Texas",21672.0
".Upshur County, Texas",41753.0
".Upton County, Texas",3657.0
".Uvalde County, Texas",26741.0
".Val Verde County, Texas",49025.0
".Van Zandt County, Texas",56590.0
".Victoria County, Texas",92084.0
".Walker County, Texas",72971.0
".Waller County, Texas",55246.0
".Ward County, Texas",11998.0
".Washington County, Texas",35882.0
".Webb County, Texas",276652.0
".Wharton County, Texas",41556.0
".Wheeler County, Texas",5056.0
".Wichita County, Texas",132230.0
".Wilbarger County, Texas",12769.0
".Willacy County, Texas",21358.0
".Williamson County, Texas",590551.0
".Wilson County, Texas",51070.0
".Winkler County, Texas",8010.0
".Wise County, Texas",69984.0
".Wood County, Texas",45539.0
".Yoakum County, Texas",8713.0
".Young County, Texas",18010.0
".Zapata County, Texas",14179.0
".Zavala County, Texas",11840.0
".Beaver County, Utah",6710.0
".Box Elder County, Utah",56046.0
".Cache County, Utah",128289.0
".Carbon County, Utah",20463.0
".Daggett County, Utah",950.0
".Davis County, Utah",355481.0
".Duchesne County, Utah",19938.0
".Emery County, Utah",10012.0
".Garfield County, Utah",5051.0
".Grand County, Utah",9754.0
".Iron County, Utah",54839.0
".Juab County, Utah",12017.0
".Kane County, Utah",7886.0
".Millard County, Utah",13188.0
".Morgan County, Utah",12124.0
".Piute County, Utah",1479.0
".Rich County, Utah",2483.0
".Salt Lake County, Utah",1160437.0
".San Juan County, Utah",15308.0
".Sanpete County, Utah",30939.0
".Sevier County, Utah",21620.0
".Summit County, Utah",42145.0
".Tooele County, Utah",72259.0
".Uintah County, Utah",35734.0
".Utah County, Utah",636235.0
".Wasatch County, Utah",34091.0
".Washington County, Utah",177556.0
".Wayne County, Utah",2711.0
".Weber County, Utah",260213.0
".Addison County, Vermont",36777.0
".Bennington County, Vermont",35470.0
".Caledonia County, Vermont",29993.0
".Chittenden County, Vermont",163774.0
".Essex County, Vermont",6163.0
".Franklin County, Vermont",49402.0
".Grand Isle County, Vermont",7235.0
".Lamoille County, Vermont",25362.0
".Orange County, Vermont",28892.0
".Orleans County, Vermont",27037.0
".Rutland County, Vermont",58191.0
".Washington County, Vermont",58409.0
".Windham County, Vermont",42222.0
".Windsor County, Vermont",55062.0
".Accomack County, Virginia",32316.0
".Albemarle County, Virginia",109330.0
".Alleghany County, Virginia",14860.0
".Amelia County, Virginia",13145.0
".Amherst County, Virginia",31605.0
".Appomattox County, Virginia",15911.0
".Arlington County, Virginia",236842.0
".Augusta County, Virginia",75558.0
".Bath County, Virginia",4147.0
".Bedford County, Virginia",78997.0
".Bland County, Virginia",6280.0
".Botetourt County, Virginia",33419.0
".Brunswick County, Virginia",16231.0
".Buchanan County, Virginia",21004.0
".Buckingham County, Virginia",17148.0
".Campbell County, Virginia",54885.0
".Caroline County, Virginia",30725.0
".Carroll County, Virginia",29791.0
".Charles City County, Virginia",6963.0
".Charlotte County, Virginia",11880.0
".Chesterfield County, Virginia",352802.0
".Clarke County, Virginia",14619.0
".Craig County, Virginia",5131.0
".Culpeper County, Virginia",52605.0
".Cumberland County, Virginia",9932.0
".Dickenson County, Virginia",14318.0
".Dinwiddie County, Virginia",28544.0
".Essex County, Virginia",10953.0
".Fairfax County, Virginia",1147532.0
".Fauquier County, Virginia",71222.0
".Floyd County, Virginia",15749.0
".Fluvanna County, Virginia",27270.0
".Franklin County, Virginia",56042.0
".Frederick County, Virginia",89313.0
".Giles County, Virginia",16720.0
".Gloucester County, Virginia",37348.0
".Goochland County, Virginia",23753.0
".Grayson County, Virginia",15550.0
".Greene County, Virginia",19819.0
".Greensville County, Virginia",11336.0
".Halifax County, Virginia",33911.0
".Hanover County, Virginia",107766.0
".Henrico County, Virginia",330818.0
".Henry County, Virginia",50557.0
".Highland County, Virginia",2190.0
".Isle of Wight County, Virginia",37109.0
".James City County, Virginia",76523.0
".King and Queen County, Virginia",7025.0
".King George County, Virginia",26836.0
".King William County, Virginia",17148.0
".Lancaster County, Virginia",10603.0
".Lee County, Virginia",23423.0
".Loudoun County, Virginia",413538.0
".Louisa County, Virginia",37591.0
".Lunenburg County, Virginia",12196.0
".Madison County, Virginia",13261.0
".Mathews County, Virginia",8834.0
".Mecklenburg County, Virginia",30587.0
".Middlesex County, Virginia",10582.0
".Montgomery County, Virginia",98535.0
".Nelson County, Virginia",14930.0
".New Kent County, Virginia",23091.0
".Northampton County, Virginia",11710.0
".Northumberland County, Virginia",12095.0
".Nottoway County, Virginia",15232.0
".Orange County, Virginia",37051.0
".Page County, Virginia",23902.0
".Patrick County, Virginia",17608.0
".Pittsylvania County, Virginia",60354.0
".Powhatan County, Virginia",29652.0
".Prince Edward County, Virginia",22802.0
".Prince George County, Virginia",38353.0
".Prince William County, Virginia",470335.0
".Pulaski County, Virginia",34027.0
".Rappahannock County, Virginia",7370.0
".Richmond County, Virginia",9023.0
".Roanoke County, Virginia",94186.0
".Rockbridge County, Virginia",22573.0
".Rockingham County, Virginia",81948.0
".Russell County, Virginia",26586.0
".Scott County, Virginia",21566.0
".Shenandoah County, Virginia",43616.0
".Smyth County, Virginia",30104.0
".Southampton County, Virginia",17631.0
".Spotsylvania County, Virginia",136215.0
".Stafford County, Virginia",152882.0
".Surry County, Virginia",6422.0
".Sussex County, Virginia",11159.0
".Tazewell County, Virginia",40595.0
".Warren County, Virginia",40164.0
".Washington County, Virginia",53740.0
".Westmoreland County, Virginia",18015.0
".Wise County, Virginia",37383.0
".Wythe County, Virginia",28684.0
".York County, Virginia",68280.0
".Alexandria city, Virginia",159428.0
".Bristol city, Virginia",16762.0
".Buena Vista city, Virginia",6478.0
".Charlottesville city, Virginia",47266.0
".Chesapeake city, Virginia",244835.0
".Colonial Heights city, Virginia",17370.0
".Covington city, Virginia",5538.0
".Danville city, Virginia",40044.0
".Emporia city, Virginia",5346.0
".Fairfax city, Virginia",24019.0
".Falls Church city, Virginia",14617.0
".Franklin city, Virginia",7967.0
".Fredericksburg city, Virginia",29036.0
".Galax city, Virginia",6347.0
".Hampton city, Virginia",134510.0
".Harrisonburg city, Virginia",53016.0
".Hopewell city, Virginia",22529.0
".Lexington city, Virginia",7446.0
".Lynchburg city, Virginia",82168.0
".Manassas city, Virginia",41085.0
".Manassas Park city, Virginia",17478.0
".Martinsville city, Virginia",12554.0
".Newport News city, Virginia",179225.0
".Norfolk city, Virginia",242742.0
".Norton city, Virginia",3981.0
".Petersburg city, Virginia",31346.0
".Poquoson city, Virginia",12271.0
".Portsmouth city, Virginia",94398.0
".Radford city, Virginia",18249.0
".Richmond city, Virginia",230436.0
".Roanoke city, Virginia",99143.0
".Salem city, Virginia",25301.0
".Staunton city, Virginia",24932.0
".Suffolk city, Virginia",92108.0
".Virginia Beach city, Virginia",449974.0
".Waynesboro city, Virginia",22630.0
".Williamsburg city, Virginia",14954.0
".Winchester city, Virginia",28078.0
".Adams County, Washington",19983.0
".Asotin County, Washington",22582.0
".Benton County, Washington",204390.0
".Chelan County, Washington",77200.0
".Clallam County, Washington",77331.0
".Clark County, Washington",488241.0
".Columbia County, Washington",3985.0
".Cowlitz County, Washington",110593.0
".Douglas County, Washington",43429.0
".Ferry County, Washington",7627.0
".Franklin County, Washington",95222.0
".Garfield County, Washington",2225.0
".Grant County, Washington",97733.0
".Grays Harbor County, Washington",75061.0
".Island County, Washington",85141.0
".Jefferson County, Washington",32221.0
".King County, Washington",2252782.0
".Kitsap County, Washington",271473.0
".Kittitas County, Washington",47935.0
".Klickitat County, Washington",22425.0
".Lewis County, Washington",80707.0
".Lincoln County, Washington",10939.0
".Mason County, Washington",66768.0
".Okanogan County, Washington",42243.0
".Pacific County, Washington",22471.0
".Pend Oreille County, Washington",13724.0
".Pierce County, Washington",904980.0
".San Juan County, Washington",17582.0
".Skagit County, Washington",129205.0
".Skamania County, Washington",12083.0
".Snohomish County, Washington",822083.0
".Spokane County, Washington",522798.0
".Stevens County, Washington",45723.0
".Thurston County, Washington",290536.0
".Wahkiakum County, Washington",4488.0
".Walla Walla County, Washington",60760.0
".Whatcom County, Washington",229247.0
".Whitman County, Washington",50104.0
".Yakima County, Washington",250873.0
".Barbour County, West Virginia",16441.0
".Berkeley County, West Virginia",119171.0
".Boone County, West Virginia",21457.0
".Braxton County, West Virginia",13957.0
".Brooke County, West Virginia",21939.0
".Cabell County, West Virginia",91945.0
".Calhoun County, West Virginia",7109.0
".Clay County, West Virginia",8508.0
".Doddridge County, West Virginia",8448.0
".Fayette County, West Virginia",42406.0
".Gilmer County, West Virginia",7823.0
".Grant County, West Virginia",11568.0
".Greenbrier County, West Virginia",34662.0
".Hampshire County, West Virginia",23175.0
".Hancock County, West Virginia",28810.0
".Hardy County, West Virginia",13776.0
".Harrison County, West Virginia",67256.0
".Jackson County, West Virginia",28576.0
".Jefferson County, West Virginia",57146.0
".Kanawha County, West Virginia",178124.0
".Lewis County, West Virginia",15907.0
".Lincoln County, West Virginia",20409.0
".Logan County, West Virginia",32019.0
".McDowell County, West Virginia",17624.0
".Marion County, West Virginia",56072.0
".Marshall County, West Virginia",30531.0
".Mason County, West Virginia",26516.0
".Mercer County, West Virginia",58758.0
".Mineral County, West Virginia",26868.0
".Mingo County, West Virginia",23424.0
".Monongalia County, West Virginia",105612.0
".Monroe County, West Virginia",13275.0
".Morgan County, West Virginia",17884.0
".Nicholas County, West Virginia",24496.0
".Ohio County, West Virginia",41411.0
".Pendleton County, West Virginia",6969.0
".Pleasants County, West Virginia",7460.0
".Pocahontas County, West Virginia",8247.0
".Preston County, West Virginia",33432.0
".Putnam County, West Virginia",56450.0
".Raleigh County, West Virginia",73361.0
".Randolph County, West Virginia",28695.0
".Ritchie County, West Virginia",9554.0
".Roane County, West Virginia",13688.0
".Summers County, West Virginia",12573.0
".Taylor County, West Virginia",16695.0
".Tucker County, West Virginia",6839.0
".Tyler County, West Virginia",8591.0
".Upshur County, West Virginia",24176.0
".Wayne County, West Virginia",39402.0
".Webster County, West Virginia",8114.0
".Wetzel County, West Virginia",15065.0
".Wirt County, West Virginia",5821.0
".Wood County, West Virginia",83518.0
".Wyoming County, West Virginia",20394.0
".Adams County, Wisconsin",20220.0
".Ashland County, Wisconsin",15562.0
".Barron County, Wisconsin",45244.0
".Bayfield County, Wisconsin",15036.0
".Brown County, Wisconsin",264542.0
".Buffalo County, Wisconsin",13031.0
".Burnett County, Wisconsin",15414.0
".Calumet County, Wisconsin",50089.0
".Chippewa County, Wisconsin",64658.0
".Clark County, Wisconsin",34774.0
".Columbia County, Wisconsin",57532.0
".Crawford County, Wisconsin",16131.0
".Dane County, Wisconsin",546695.0
".Dodge County, Wisconsin",87839.0
".Door County, Wisconsin",27668.0
".Douglas County, Wisconsin",43150.0
".Dunn County, Wisconsin",45368.0
".Eau Claire County, Wisconsin",104646.0
".Florence County, Wisconsin",4295.0
".Fond du Lac County, Wisconsin",103403.0
".Forest County, Wisconsin",9004.0
".Grant County, Wisconsin",51439.0
".Green County, Wisconsin",36960.0
".Green Lake County, Wisconsin",18913.0
".Iowa County, Wisconsin",23678.0
".Iron County, Wisconsin",5687.0
".Jackson County, Wisconsin",20643.0
".Jefferson County, Wisconsin",84769.0
".Juneau County, Wisconsin",26687.0
".Kenosha County, Wisconsin",169561.0
".Kewaunee County, Wisconsin",20434.0
".La Crosse County, Wisconsin",118016.0
".Lafayette County, Wisconsin",16665.0
".Langlade County, Wisconsin",19189.0
".Lincoln County, Wisconsin",27593.0
".Manitowoc County, Wisconsin",78981.0
".Marathon County, Wisconsin",135692.0
".Marinette County, Wisconsin",40350.0
".Marquette County, Wisconsin",15574.0
".Menominee County, Wisconsin",4556.0
".Milwaukee County, Wisconsin",945726.0
".Monroe County, Wisconsin",46253.0
".Oconto County, Wisconsin",37930.0
".Oneida County, Wisconsin",35595.0
".Outagamie County, Wisconsin",187885.0
".Ozaukee County, Wisconsin",89221.0
".Pepin County, Wisconsin",7287.0
".Pierce County, Wisconsin",42754.0
".Polk County, Wisconsin",43783.0
".Portage County, Wisconsin",70772.0
".Price County, Wisconsin",13351.0
".Racine County, Wisconsin",196311.0
".Richland County, Wisconsin",17252.0
".Rock County, Wisconsin",163354.0
".Rusk County, Wisconsin",14178.0
".St. Croix County, Wisconsin",90687.0
".Sauk County, Wisconsin",64442.0
".Sawyer County, Wisconsin",16558.0
".Shawano County, Wisconsin",40899.0
".Sheboygan County, Wisconsin",115340.0
".Taylor County, Wisconsin",20343.0
".Trempealeau County, Wisconsin",29649.0
".Vernon County, Wisconsin",30822.0
".Vilas County, Wisconsin",22195.0
".Walworth County, Wisconsin",103868.0
".Washburn County, Wisconsin",15720.0
".Washington County, Wisconsin",136034.0
".Waukesha County, Wisconsin",404198.0
".Waupaca County, Wisconsin",50990.0
".Waushara County, Wisconsin",24443.0
".Winnebago County, Wisconsin",171907.0
".Wood County, Wisconsin",72999.0
".Albany County, Wyoming",38880.0
".Big Horn County, Wyoming",11790.0
".Campbell County, Wyoming",46341.0
".Carbon County, Wyoming",14800.0
".Converse County, Wyoming",13822.0
".Crook County, Wyoming",7584.0
".Fremont County, Wyoming",39261.0
".Goshen County, Wyoming",13211.0
".Hot Springs County, Wyoming",4413.0
".Johnson County, Wyoming",8445.0
".Laramie County, Wyoming",99500.0
".Lincoln County, Wyoming",19830.0
".Natrona County, Wyoming",79858.0
".Niobrara County, Wyoming",2356.0
".Park County, Wyoming",29194.0
".Platte County, Wyoming",8393.0
".Sheridan County, Wyoming",30485.0
".Sublette County, Wyoming",9831.0
".Sweetwater County, Wyoming",42343.0
".Teton County, Wyoming",23464.0
".Uinta County, Wyoming",20226.0
".Washakie County, Wyoming",7805.0
".Weston County, Wyoming",6927.0
